Reason, Covidence #, DOI, Title, Authors, Published Year, Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1083,https://dx.doi.org/10.1007/s10439-020-02461-9,A Comparative Classification Analysis of Abdominal Aortic Aneurysms by Machine Learning Algorithms.,"Rengarajan, Balaji; Wu, Wei; Wiedner, Crystal; Ko, Daijin; Muluk, Satish C; Eskandari, Mark K; Menon, Prahlad G; Finol, Ender A",2020,Annals of biomedical engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1132,https://dx.doi.org/10.1016/j.cmpb.2019.04.026,Robust spatial fuzzy GMM based MRI segmentation and carotid artery plaque detection in ultrasound images.,"Hassan, Mehdi; Murtza, Iqbal; Hira, Aysha; Ali, Safdar; Kifayat, Kashif",2019,Computer methods and programs in biomedicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1187,https://dx.doi.org/10.1016/j.compbiomed.2019.103419,Infrared (IR) thermography as a potential screening modality for carotid artery stenosis.,"Saxena, Ashish; Ng, E Y K; Lim, Soo Teik",2019,Computers in biology and medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1246,https://dx.doi.org/10.1007/s11517-018-1792-5,An efficient data mining framework for the characterization of symptomatic and asymptomatic carotid plaque using bidimensional empirical mode decomposition technique.,"Molinari, Filippo; Raghavendra, U; Gudigar, Anjan; Meiburger, Kristen M; Rajendra Acharya, U",2018,Medical & biological engineering & computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1298,https://dx.doi.org/10.1016/j.ultrasmedbio.2017.05.021,A Temporal and Spatial Analysis Approach to Automated Segmentation of Microbubble Signals in Contrast-Enhanced Ultrasound Images: Application to Quantification of Active Vascular Density in Human Lower Limbs.,"Cheung, Wing Keung; Williams, Katherine J; Christensen-Jeffries, Kirsten; Dharmarajah, Brahman; Eckersley, Robert J; Davies, Alun H; Tang, Meng-Xing",2017,Ultrasound in medicine & biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1317,https://dx.doi.org/10.1016/j.compbiomed.2016.11.011,Stroke Risk Stratification and its Validation using Ultrasonic Echolucent Carotid Wall Plaque Morphology: A Machine Learning Paradigm.,"Araki, Tadashi; Jain, Pankaj K; Suri, Harman S; Londhe, Narendra D; Ikeda, Nobutaka; El-Baz, Ayman; Shrivastava, Vimal K; Saba, Luca; Nicolaides, Andrew; Shafique, Shoaib; Laird, John R; Gupta, Ajay; Suri, Jasjit S",2017,Computers in biology and medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1431,https://dx.doi.org/10.1109/TMI.2014.2384733,Multi-Center MRI Carotid Plaque Component Segmentation Using Feature Normalization and Transfer Learning.,"van Engelen, Arna; van Dijk, Anouk C; Truijman, Martine T B; Van't Klooster, Ronald; van Opbroek, Annegreet; van der Lugt, Aad; Niessen, Wiro J; Kooi, M Eline; de Bruijne, Marleen",2015,IEEE transactions on medical imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1434,https://dx.doi.org/10.1016/j.media.2014.11.002,Automated anatomical labeling of abdominal arteries and hepatic portal system extracted from abdominal CT volumes.,"Matsuzaki, Tetsuro; Oda, Masahiro; Kitasaka, Takayuki; Hayashi, Yuichiro; Misawa, Kazunari; Mori, Kensaku",2015,Medical image analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1497,https://dx.doi.org/10.1016/j.cmpb.2013.10.012,Robust information gain based fuzzy c-means clustering and classification of carotid artery ultrasound images.,"Hassan, Mehdi; Chaudhry, Asmatullah; Khan, Asifullah; Iftikhar, M Aksam",2014,Computer methods and programs in biomedicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1521,https://dx.doi.org/10.1177/193229681300700502,Morphological pattern classification system for plantar thermography of patients with diabetes.,"Mori, Taketoshi; Nagase, Takashi; Takehara, Kimie; Oe, Makoto; Ohashi, Yumiko; Amemiya, Ayumi; Noguchi, Hiroshi; Ueki, Kohjiro; Kadowaki, Takashi; Sanada, Hiromi",2013,Journal of diabetes science and technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1537,https://dx.doi.org/10.1177/0954411913480622,Computed tomography carotid wall plaque characterization using a combination of discrete wavelet transform and texture features: A pilot study.,"Acharya, U R; Sree, S Vinitha; Mookiah, M R K; Saba, L; Gao, H; Mallarini, G; Suri, J S",2013,"Proceedings of the Institution of Mechanical Engineers. Part H, Journal of engineering in medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1550,https://dx.doi.org/10.1007/s11517-012-1019-0,Atherosclerotic plaque tissue characterization in 2D ultrasound longitudinal carotid scans for automated classification: a paradigm for stroke risk assessment.,"Acharya, U Rajendra; Mookiah, Muthu Rama Krishnan; Vinitha Sree, S; Afonso, David; Sanches, Joao; Shafique, Shoaib; Nicolaides, Andrew; Pedro, L M; Fernandes E Fernandes, J; Suri, Jasjit S",2013,Medical & biological engineering & computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1588,https://dx.doi.org/10.1002/jmri.23755,Accelerated 3D MERGE carotid imaging using compressed sensing with a hidden Markov tree model.,"Makhijani, Mahender K; Balu, Niranjan; Yamada, Kiyofumi; Yuan, Chun; Nayak, Krishna S",2012,Journal of magnetic resonance imaging : JMRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1698,https://dx.doi.org/10.1016/j.clinimag.2009.06.023,Determination of accurate stent graft configuration in abdominal aortic aneurysm using computed tomography: a preliminary study.,"Kim, Ho Chul; Park, Sang Woo; Nam, Kyoung Won; Choi, Hyuk; Choi, Eun Jeong; Jin, Seungoh; Kim, Min Gi; Sun, Kyung",2010,Clinical imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1776,https://dx.doi.org/10.1016/j.artmed.2008.05.003,Application of complex discrete wavelet transform in classification of Doppler signals using complex-valued artificial neural network.,"Ceylan, Murat; Ceylan, Rahime; Ozbay, Yuksel; Kara, Sadik",2008,Artificial intelligence in medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1811,https://dx.doi.org/10.1109/IEMBS.2007.4352402,Carotid plaque 3D compound imaging and echo-morphology analysis: a Bayesian approach.,"Seabra, J C; Sanches, J M; Pedro, L M; e Fernandes, J F",2007,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1832,https://dx.doi.org/10.1016/j.media.2006.11.005,Knowledge-based interpolation of curves: application to femoropopliteal arterial centerline restoration.,"Rakshe, Tejas; Fleischmann, Dominik; Rosenberg, Jarrett; Roos, Justus E; Napel, Sandy",2007,Medical image analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1812,https://dx.doi.org/10.1109/IEMBS.2007.4352293,Validation of a new 3D-US imaging robotic system to detect and quantify lower limb arterial stenoses.,"Janvier, Marie-Ange; Destrempes, Francois; Soulez, Gilles; Cloutier, Guy",2007,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1835,https://dx.doi.org/10.1016/j.media.2006.09.004,Semi-automatic level-set based segmentation and stenosis quantification of the internal carotid artery in 3D CTA data sets.,"Scherl, Holger; Hornegger, Joachim; Prummer, Marcus; Lell, Michael",2007,Medical image analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1864,https://dx.doi.org/10.1109/tmi.2006.873300,Augmented vessels for quantitative analysis of vascular abnormalities and endovascular treatment planning.,"Wong, Wilbur C K; Chung, Albert C S",2006,IEEE transactions on medical imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1865,https://dx.doi.org/10.1118/1.2193247,An abdominal aortic aneurysm segmentation method: level set with region and statistical information.,"Zhuge, Feng; Rubin, Geoffrey D; Sun, Shaohua; Napel, Sandy",2006,Medical physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#2014,,A fuzzy classification system to predict renal artery restenosis after angioplasty.,"Cherrak, I; Jaulent, M C; Degoulet, P",1998,Proceedings. AMIA Symposium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#2034,https://dx.doi.org/10.1007/BF02915843,The application of an artificial neural network to Doppler ultrasound waveforms for the classification of arterial disease.,"Smith, J H; Graham, J; Taylor, R J",1996,International journal of clinical monitoring and computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#2838,https://dx.doi.org/10.1016/j.bspc.2022.104350,FDADE: Flow direction algorithm with differential evolution for measurement of intima-media thickness of the carotid artery in ultrasound images,Zaid T.; Biradar N.; Sonth M.V.; Gowre S.C.; Gadgay B. ,2023,Biomedical Signal Processing and Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#3605,https://dx.doi.org/10.1177/1544316718806421,Geometric total plaque area is an equally powerful phenotype compared with carotid intima-media thickness for stroke risk assessment: A deep learning approach,Cuadrado-Godia E.; Srivastava S.K.; Saba L.; Araki T.; Suri H.S.; Giannopolulos A.; Omerzu T.; Laird J.; Khanna N.N.; Mavrogeni S.; Kitas G.D.; Nicolaides A.; Suri J.S. ,2018,Journal for Vascular Ultrasound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#3927,https://dx.doi.org/10.1007/s10554-011-9988-x,Automated quantification of carotid artery stenosis on contrast-enhanced MRA data using a deformable vascular tube model,Suinesiaputra A.; De Koning P.J.H.; Zudilova-Seinstra E.; Reiber J.H.C.; Van Der Geest R.J. ,2012,International Journal of Cardiovascular Imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#4404,https://doi.org/10.1016/j.jcct.2023.05.136,Streamlined Carotid Artery Calcification Labeling For Cta Scans,Kim J; Arnett N; Kotler J; Shah D; Cucchiara B; Song J; Haehn D,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#6669,10.1007/978-3-030-94907-5_4,Bias Adjustable Activation Network for Imbalanced Data-Diabetic Foot Ulcer Challenge 2021,"Ahmed, S; Naveed, H",2022,DIABETIC FOOT ULCERS GRAND CHALLENGE (DFUC 2021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#6695,10.1109/IEEECONF56349.2022.10051956,Functional Thermal Video Imaging of the Plantar Foot for Identifying Biomarkers of Diabetic Peripheral Neuropathy,"Soliz, P; Duran-Valdez, E; Saint-Lot, S; Kurup, A; Bancroft, A; Schade, DS",2022,"2022 56TH ASILOMAR CONFERENCE ON SIGNALS, SYSTEMS, AND COMPUTERS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#6728,,A Hybrid System for Survival Analysis after EVAR Treatment of AAA,"Maiora, J; Graña, M",2011,"HYBRID ARTIFICIAL INTELLIGENT SYSTEMS, PART II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#6774,10.1186/s12938-017-0408-x,Diabetic foot ulcer mobile detection system using smart phone thermal camera: a feasibility study,"Fraiwan, L; AlKhodari, M; Ninan, J; Mustafa, B; Saleh, A; Ghazal, M",2017,BIOMEDICAL ENGINEERING ONLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#6797,,A Hybrid Segmentation of Abdominal CT Images,"Maiora, J; Graña, M",2012,"HYBRID ARTIFICIAL INTELLIGENT SYSTEMS, PT II",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#6809,10.1117/12.907245,Towards Surface Analysis on Diabetic Feet Soles to Predict Ulcerations Using Photometric Stereo,"Liu, CJ; van der Heijden, F; van Netten, JJ",2012,ADVANCED BIOMEDICAL AND CLINICAL DIAGNOSTIC SYSTEMS X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#6821,10.1117/12.2001807,Infrared Dermal Thermography on Diabetic Feet Soles to Predict Ulcerations: a Case Study,"Liu, CJ; van der Heijden, F; Klein, ME; van Baal, JG; Bus, SA; van Netten, JJ",2013,ADVANCED BIOMEDICAL AND CLINICAL DIAGNOSTIC SYSTEMS XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#6835,10.3390/app10186252,EVAR-eaSE: An Easy-to-Use Software for Planning Sac Embolization in EndoVascular Aneurysm Repair Procedure,"Cercenelli, L; Lodi, S; Bortolani, B; Mascoli, C; Gargiulo, M; Marcelli, E",2020,APPLIED SCIENCES-BASEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#6938,10.1109/BHI56158.2022.9926941,Spectrogram Image-based Machine Learning Model for Carotid-to-Femoral Pulse Wave Velocity Estimation Using PPG Signal,"IEEE; Garcia, JMV; Bahloul, MA; Laleg-Kirati, TM",2022,2022 IEEE-EMBS INTERNATIONAL CONFERENCE ON BIOMEDICAL AND HEALTH INFORMATICS (BHI) JOINTLY ORGANISED WITH THE IEEE-EMBS INTERNATIONAL CONFERENCE ON WEARABLE AND IMPLANTABLE BODY SENSOR NETWORKS (BSN'22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7134,10.1117/12.652763,Quantitative analysis of two-phase 3D+time aortic MR images,"Zhao, F; Zhang, HH; Walker, NE; Yang, FX; Olszewski, ME; Wahle, A; Scholz, T; Sonka, M",2006,"MEDICAL IMAGING 2006: IMAGE PROCESSING, PTS 1-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7150,10.1109/VISUAL.1997.663855,Volume rendering of abdominal aortic aneurysms,"Tam, RC; Healey, CG; Flak, B; Cahoon, P",1997,VISUALIZATION '97 - PROCEEDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7238,10.1007/s10439-010-9954-0,In Vitro Angioplasty of Atherosclerotic Human Femoral Arteries: Analysis of the Geometrical Changes in the Individual Tissues Using MRI and Image Processing,"Auer, M; Stollberger, R; Regitnig, P; Ebner, F; Holzapfel, GA",2010,ANNALS OF BIOMEDICAL ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7319,10.1109/TVLSI.2022.3148353,A Single-Chip Solution for Diagnosing Peripheral Arterial Disease,"Jana, B; Nath, PK",2022,IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7327,,CHARACTERIZATION OF ATHEROMA PLAQUES ECHOGENICITY AND TEXTURE FOR COMPUTERAIDED DIAGNOSIS IN CARDIOVASCULAR DISEASES,"IEEE; Molder, A; Molder, C; Vizitiu, I; Dumitrescu, S",2020,2020 13TH INTERNATIONAL CONFERENCE ON COMMUNICATIONS (COMM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7338,10.1109/JSEN.2019.2948579,Research on 3D Reconstruction Algorithm of Medical CT Image Based on Parallel Contour,"Zhao, W; Wang, LN",2020,IEEE SENSORS JOURNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7361,10.1002/cnm.1290,On the segmentation of vascular geometries from medical images,"Radaelli, AG; Peiró, J",2010,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7400,10.1186/s12880-023-00988-6,Image quality comparison of lower extremity CTA between CT routine reconstruction algorithms and deep learning reconstruction,"Zhang, DM; Mu, CL; Zhang, XY; Yan, J; Xu, M; Wang, Y; Wang, YN; Xue, HD; Chen, YX; Jin, ZY",2023,BMC MEDICAL IMAGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7408,10.1111/cpf.12241,Ultrasound measurements of carotid intima-media thickness by two semi-automated analysis systems,"Ring, M; Eriksson, MJ; Jogestrand, T; Caidahl, K",2016,CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7464,10.3389/fcvm.2021.769927,WSSNet: Aortic Wall Shear Stress Estimation Using Deep Learning on 4D Flow MRI,"Ferdian, E; Dubowitz, DJ; Mauger, CA; Wang, AL; Young, AA",2022,FRONTIERS IN CARDIOVASCULAR MEDICINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7474,,Segmentation of Aorta with Aortic Dissection based on Centerline and Boundary Distance,"Song, ZZ; Chai, SC; Zhu, EJ",2022,2022 41ST CHINESE CONTROL CONFERENCE (CCC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7536,10.1117/12.395046,Ultrasound analysis of vascular structure and deformation,"Chan, RC; Kaufhold, J; Lees, RS; Karl, WC",2000,DIGITIZATION OF THE BATTLESPACE V AND BATTLEFIELD BIOMEDICAL TECHNOLOGIES II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7632,,NUMERICAL SIMULATION OF CAROTID ARTERY STENOSIS BEFORE STENTING,"Henriques, HAM; Castro, CF; Sousa, LC; António, CC; Azevedo, E",2016,IRF2016: 5TH INTERNATIONAL CONFERENCE INTEGRITY-RELIABILITY-FAILURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#7804,,Simple edge detection method for vascular tree angiogram,"Xu, B; Hu, HJ; Tao, Q; Hu, JJ; Liu, SQ",2015,"2015 IEEE ADVANCED INFORMATION TECHNOLOGY, ELECTRONIC AND AUTOMATION CONTROL CONFERENCE (IAEAC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#119,https://dx.doi.org/10.1161/CIRCIMAGING.123.016274,Machine Learning Detects Symptomatic Plaques in Patients With Carotid Atherosclerosis on CT Angiography.,"Pisu, Francesco; Williamson, Brady J; Nardi, Valentina; Paraskevas, Kosmas I; Puig, Josep; Vagal, Achala; de Rubeis, Gianluca; Porcu, Michele; Cau, Riccardo; Benson, John C; Balestrieri, Antonella; Lanzino, Giuseppe; Suri, Jasjit S; Mahammedi, Abdelkader; Saba, Luca",2024,Circulation. Cardiovascular imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#185,https://dx.doi.org/10.1186/s13063-023-07710-5,"The ARIA trial protocol: a randomised controlled trial to assess the clinical, technical, and cost-effectiveness of a cloud-based, ARtificially Intelligent image fusion system in comparison to standard treatment to guide endovascular Aortic aneurysm repai","Budge, James; Carrell, Tom; Yaqub, Medeah; Wafa, Hatem; Waltham, Matt; Pilecka, Izabela; Kelly, Joanna; Murphy, Caroline; Palmer, Stephen; Wang, Yanzhong; Clough, Rachel E",2024,Trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#281,https://dx.doi.org/10.1016/j.ejrad.2023.111093,Impact of retraining a deep learning algorithm for improving guideline-compliant aortic diameter measurements on non-gated chest CT.,"Lo Piccolo, Francesca; Hinck, Daniel; Segeroth, Martin; Sperl, Jonathan; Cyriac, Joshy; Yang, Shan; Rapaka, Saikiran; Bremerich, Jens; Sauter, Alexander W; Pradella, Maurice",2023,European journal of radiology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#495,https://dx.doi.org/10.1016/j.smhl.2020.100139,Machine learning models for synthesizing actionable care decisions on lower extremity wounds.,"Nguyen, Holly; Agu, Emmanuel; Tulu, Bengisu; Strong, Diane; Mombini, Haadi; Pedersen, Peder; Lindsay, Clifford; Dunn, Raymond; Loretz, Lorraine",2020,"Smart health (Amsterdam, Netherlands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#771,https://dx.doi.org/10.1016/j.avsg.2021.12.008,Automatic Measurement of Maximal Diameter of Abdominal Aortic Aneurysm on Computed Tomography Angiography Using Artificial Intelligence.,"Lareyre, Fabien; Chaudhuri, Arindam; Flory, Violaine; Augene, Emmanuel; Adam, Cedric; Carrier, Marion; Amrani, Samantha; Chikande, Julien; Le, Cong Duy; Raffort, Juliette",2022,Annals of vascular surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#794,https://dx.doi.org/10.1016/j.cjca.2021.09.028,A Deep-Learning Algorithm-Enhanced System Integrating Electrocardiograms and Chest X-rays for Diagnosing Aortic Dissection.,"Liu, Wei-Ting; Lin, Chin-Sheng; Tsao, Tien-Ping; Lee, Chia-Cheng; Cheng, Cheng-Chung; Chen, Jiann-Torng; Tsai, Chien-Sung; Lin, Wei-Shiang; Lin, Chin",2022,The Canadian journal of cardiology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#943,https://dx.doi.org/10.1007/s10554-020-02124-9,Ultrasound-based internal carotid artery plaque characterization using deep learning paradigm on a supercomputer: a cardiovascular disease/stroke risk assessment system.,"Saba, Luca; Sanagala, Skandha S; Gupta, Suneet K; Koppula, Vijaya K; Johri, Amer M; Sharma, Aditya M; Kolluri, Raghu; Bhatt, Deepak L; Nicolaides, Andrew; Suri, Jasjit S",2021,The international journal of cardiovascular imaging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1449,https://dx.doi.org/10.1109/EMBC.2014.6944908,An augmented reality framework for optimization of computer assisted navigation in endovascular surgery.,"Cheng, Irene; Shen, Rui; Moreau, Richard; Brizzi, Vicenzo; Rossol, Nathaniel; Basu, Anup",2014, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV ,#1124,https://dx.doi.org/10.1007/s11517-019-02002-0,A CNN-based prototype method of unstructured surgical state perception and navigation for an endovascular surgery robot.,"Zhao, Yan; Guo, Shuxiang; Wang, Yuxin; Cui, Jinxin; Ma, Youchun; Zeng, Yuwen; Liu, Xinke; Jiang, Yuhua; Li, Youxinag; Shi, Liwei; Xiao, Nan",2019,Medical & biological engineering & computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#1340,https://dx.doi.org/10.1364/BOE.10.003353,Application of multiphoton imaging and machine learning to lymphedema tissue analysis.,"Kistenev, Yury V; Nikolaev, Viktor V; Kurochkina, Oksana S; Borisov, Alexey V; Vrazhnov, Denis A; Sandykova, Ekaterina A",2019,Biomedical optics express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#1692,https://dx.doi.org/10.1063/1.3465556,Optical coherence tomography monitoring of angioplasty balloon inflation in a deployment tester.,"Azarnoush, Hamed; Vergnole, Sebastien; Bourezak, Rafik; Boulet, Benoit; Lamouche, Guy",2010,The Review of scientific instruments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not CV,#2975,https://dx.doi.org/10.1504/IJBET.2022.120869,The evaluation of the healing process of diabetic foot wounds using image segmentation and neural networks classification,Motta B.C.; Marques M.P.; Guimaraes G.A.; Ferreira R.U.; Rosa S.S.R.F. ,2022,International Journal of Biomedical Engineering and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
